Image Compression_256,0.1719,
3D Rendering_4,0.0313174,
3D Rendering_2,0.0204938,
Optical Flow_1,0.111662,
Optical Flow_2,0.182643,
Lenet_512,0.378365,
Digit Recognition_1,4.60686,
Digit Recognition_1,4.60178,
Lenet_256,3.12446,
3D Rendering_4,0.347905,
Image Scaling_1,3.66672,
Image Compression_512,0.947831,
Optical Flow_2,0.165522,
Digit Recognition_1,4.50427,
Image Compression_64,3.2155,
Lenet_16,1.86053,
Image Compression_128,0.460912,
3D Rendering_2,0.0204293,
Lenet_512,0.378229,
Lenet_1024,0.75022,
Image Scaling_2,4.06402,
Lenet_512,2.60998,
3D Rendering_2,0.021363,
Image Scaling_1,3.11902,
Lenet_1024,0.749934,
Lenet_256,0.192543,
Image Compression_1024,0.668616,
Image Compression_512,0.267779,
Optical Flow_1,0.126321,
Image Compression_512,0.267473,
Optical Flow_2,0.172892,
3D Rendering_4,0.0228108,
Image Scaling_2,4.10701,
Optical Flow_1,1.19964,
Optical Flow_2,0.170511,
Digit Recognition_1,4.71872,
Optical Flow_1,3.28661,
Image Scaling_2,5.80026,
Digit Recognition_1,5.20324,
Digit Recognition_1,4.57194,
Lenet_512,0.377998,
Image Compression_8,0.0444169,
Optical Flow_1,0.117083,
Image Compression_256,0.153513,
Image Compression_512,0.606245,
3D Rendering_2,0.111185,
Image Scaling_1,2.03471,
Image Scaling_1,2.48412,
Lenet_512,1.02376,
3D Rendering_2,0.0202247,
Image Scaling_2,4.06443,
3D Rendering_4,1.20223,
Image Scaling_2,6.52778,
Digit Recognition_1,4.50356,
Lenet_512,3.04812,
Image Scaling_2,5.57564,
Image Scaling_2,7.9557,
Image Compression_256,6.57077,
Lenet_1024,5.73766,
Image Scaling_2,8.28841,
Image Scaling_2,4.06365,
Optical Flow_1,2.63799,
Image Scaling_1,3.11903,
Lenet_1024,1.69823,
3D Rendering_4,0.0221493,
Image Scaling_2,4.18854,
Lenet_1024,1.6883,
Digit Recognition_1,4.50584,
Image Scaling_4,8.12003,
Image Compression_512,5.45671,
Image Compression_256,4.07176,
Digit Recognition_1,6.96863,
Optical Flow_2,5.59998,
Digit Recognition_1,8.50532,
Image Compression_128,7.0632,
Lenet_512,5.89629,
3D Rendering_2,4.40838,
Digit Recognition_1,7.40711,
Image Scaling_2,9.79199,
Digit Recognition_1,8.90084,
3D Rendering_2,0.0203887,
3D Rendering_4,0.0349406,
Image Scaling_2,4.12212,
Optical Flow_2,0.173158,
3D Rendering_1,0.019699,
Image Compression_1024,0.496422,
Lenet_1024,0.750161,
Lenet_512,0.378846,
3D Rendering_4,0.0219542,
Digit Recognition_1,4.50519,
Image Compression_1024,1.98462,
Image Scaling_1,2.43389,
Digit Recognition_1,4.5193,
Optical Flow_2,3.15512,
Lenet_512,1.92237,
Optical Flow_1,0.522503,
Lenet_1024,0.749913,
Image Scaling_2,4.14977,
Digit Recognition_1,4.50384,
Image Scaling_1,4.95326,
Optical Flow_2,0.169669,
Image Scaling_2,4.10612,
Digit Recognition_1,4.51059,
Image Compression_512,3.24041,
Image Compression_256,1.85547,
Lenet_1024,0.996804,
Digit Recognition_1,4.5041,
Image Scaling_2,6.88437,
Optical Flow_2,5.51491,
Lenet_256,4.1041,
Image Compression_1024,3.0894,
3D Rendering_4,0.0229435,
Digit Recognition_1,5.86775,
Digit Recognition_1,4.68374,
Optical Flow_1,1.77763,
Image Scaling_1,2.26101,
Image Compression_1024,1.22064,
Optical Flow_1,0.198538,
Image Scaling_1,2.03522,
Digit Recognition_1,4.50394,
Image Compression_512,0.36175,
Lenet_128,0.10016,
Image Compression_1024,0.497564,
Optical Flow_1,0.112162,
Image Scaling_2,4.06478,
Digit Recognition_1,4.50385,
Image Scaling_2,6.88514,
Image Scaling_2,9.26531,
Digit Recognition_1,8.43251,
Image Compression_128,6.99064,
Lenet_512,5.82313,
Image Scaling_2,8.37969,
Digit Recognition_1,7.716,
Lenet_1024,6.29516,
3D Rendering_4,3.34662,
Optical Flow_1,4.87348,
Image Compression_32,1.90739,
Optical Flow_1,0.527984,
Image Compression_512,0.268301,
Optical Flow_1,0.112921,
3D Rendering_4,0.0244579,
Optical Flow_2,0.16526,
Optical Flow_2,0.166733,
Image Compression_1024,0.506444,
Digit Recognition_1,4.50569,
Lenet_512,3.05033,
Image Compression_512,1.78044,
Image Scaling_2,4.23916,
Lenet_256,2.76447,
Optical Flow_2,1.41534,
3D Rendering_4,0.0217153,
3D Rendering_2,0.0233868,
Image Compression_512,0.267042,
3D Rendering_4,0.0216317,
Image Scaling_2,4.06338,
Optical Flow_2,2.6962,
Image Compression_1024,1.58136,
Digit Recognition_1,4.56216,
Digit Recognition_1,4.56193,
Image Scaling_1,5.01125,
3D Rendering_4,0.0269271,
Image Compression_128,0.0945067,
Optical Flow_1,0.111027,
Image Compression_1024,0.511477,
Lenet_256,0.193251,
3D Rendering_1,0.0190832,
Image Compression_512,0.267154,
Image Scaling_2,4.0637,
Image Compression_256,2.67866,
Optical Flow_2,1.30665,
Lenet_1024,0.749639,
3D Rendering_1,0.0197847,
Digit Recognition_1,4.53594,
Digit Recognition_1,4.53594,
Image Scaling_2,6.91669,
3D Rendering_2,3.9479,
Image Compression_512,5.64712,
3D Rendering_4,0.0219269,
Digit Recognition_1,7.03797,
Digit Recognition_1,5.73559,
3D Rendering_1,0.0201106,
3D Rendering_2,0.0235511,
Image Compression_128,0.0958519,
Lenet_1024,0.752663,
Digit Recognition_1,4.50525,
3D Rendering_2,1.53727,
Image Compression_256,3.12026,
Optical Flow_1,0.212952,
3D Rendering_1,0.0193239,
Optical Flow_1,0.126366,
Optical Flow_2,0.168833,
Image Scaling_1,2.0353,
Image Compression_512,0.765729,
Digit Recognition_1,4.50937,
Lenet_512,3.05362,
Optical Flow_2,1.69041,
Optical Flow_1,0.258225,
Lenet_32,0.0461881,
Optical Flow_1,0.1113,
Image Scaling_2,4.10617,
